score_raw,score_cal,y,g
0.3334100868465111,0.35658914728682173,1,0
0.6170153401420168,0.6666666666666666,1,1
0.5722517745523296,0.5844155844155844,1,0
0.6409230956299258,0.75,1,1
0.4644988096749955,0.5714285714285714,1,1
0.5993455061740076,0.625,1,1
0.568419931939424,0.5652173913043478,0,0
0.5234556498879797,0.5932203389830508,0,1
0.2946620929030555,0.2857142857142857,1,0
0.6076065757679724,0.5844155844155844,1,0
0.4853190580472561,0.5932203389830508,1,1
0.4274337927481921,0.5714285714285714,1,1
0.5198255310228126,0.5,1,0
0.4011383660018255,0.5,1,1
0.7118975998490942,0.7796610169491526,0,0
0.3533041294798201,0.47619047619047616,1,1
0.4800424322484937,0.46938775510204084,0,0
0.6123017452250407,0.6666666666666666,1,1
0.7761305581683393,0.75,1,1
0.423653540116685,0.5714285714285714,0,1
0.2388360509038784,0.16666666666666666,0,0
0.5272269290751019,0.5238095238095238,0,0
0.5453496198144562,0.5238095238095238,1,0
0.5675281447325567,0.6119402985074627,1,1
0.411822186703184,0.35658914728682173,0,0
0.3160468999901754,0.391304347826087,1,1
0.2017475582920687,0.1111111111111111,0,0
0.5637007275004227,0.6119402985074627,1,1
0.4035659540248238,0.35658914728682173,1,0
0.4975379533492852,0.5932203389830508,0,1
0.4887494712430643,0.5932203389830508,0,1
0.3528250766081305,0.47619047619047616,0,1
0.4737340840656505,0.5714285714285714,1,1
0.5625968237051628,0.6119402985074627,1,1
0.2470733678327793,0.391304347826087,0,1
0.522708978973798,0.5932203389830508,1,1
0.5893851314105741,0.6119402985074627,0,1
0.8025000931590324,0.75,1,1
0.7147258220190017,0.75,1,1
0.5834947849063781,0.6119402985074627,1,1
0.6020259341686999,0.5844155844155844,1,0
0.4605738659624709,0.4166666666666667,0,0
0.7657311583041956,0.75,1,1
0.7768958425609465,0.8076923076923077,1,0
0.3199473083986052,0.35658914728682173,1,0
0.6621368909821548,0.6,1,0
0.5654047374740324,0.5652173913043478,1,0
0.3339300686849622,0.4,1,1
0.4835655209072103,0.46938775510204084,1,0
0.6614094544395613,0.6,1,0
0.7243241246255752,0.75,1,1
0.6349606438062714,0.75,1,1
0.4488492872950218,0.4166666666666667,0,0
0.4298731011540948,0.35658914728682173,0,0
0.5489123393049379,0.5652173913043478,1,0
0.2254342930806395,0.125,0,0
0.7978767071607646,0.8076923076923077,1,0
0.2888828823280521,0.391304347826087,0,1
0.3320750528067155,0.35658914728682173,0,0
0.6366509544034946,0.75,0,1
0.5900360859134446,0.6119402985074627,0,1
0.6209213312200843,0.6666666666666666,1,1
0.6976643019092996,0.75,1,1
0.394097846890862,0.5,0,1
0.4120390357092868,0.35658914728682173,0,0
0.7334772204234135,0.7796610169491526,1,0
0.5093904293511091,0.46938775510204084,0,0
0.370569562209831,0.5,0,1
0.6226208670671805,0.6666666666666666,0,1
0.3706581567403352,0.5,1,1
0.4714892733152239,0.5714285714285714,0,1
0.4025143778065277,0.5,0,1
0.6238955596929134,0.6666666666666666,0,1
0.3935216088937308,0.35658914728682173,0,0
0.6658919341279178,0.7796610169491526,1,0
0.4229729857154307,0.35658914728682173,0,0
0.5669576104619009,0.6119402985074627,1,1
0.6585010519713148,0.5844155844155844,1,0
0.4256034721676627,0.5714285714285714,1,1
0.4954487505147821,0.46938775510204084,1,0
0.8142603967630809,0.8076923076923077,1,0
0.6618712543818861,0.6,1,0
0.3004919852073859,0.35658914728682173,1,0
0.4215269064361433,0.35658914728682173,0,0
0.563210932059955,0.6119402985074627,0,1
0.0805115026791056,0.0,0,0
0.5639705682724687,0.5652173913043478,1,0
0.2444910124054896,0.16666666666666666,0,0
0.5147818731685474,0.46938775510204084,1,0
0.6321828775819877,0.5844155844155844,0,0
0.4236365086590864,0.35658914728682173,0,0
0.2983795416113664,0.2857142857142857,0,0
0.9057762678184074,0.8235294117647058,0,1
0.1580116672434151,0.25,1,1
0.5652994780796601,0.6119402985074627,1,1
0.5551139351930046,0.6119402985074627,1,1
0.2364735563317449,0.16666666666666666,0,0
0.4982703058768975,0.46938775510204084,1,0
0.5722804970219778,0.6119402985074627,1,1
0.231812687436988,0.125,0,0
0.23720804857566,0.391304347826087,0,1
0.6371568067755607,0.5844155844155844,1,0
0.3769149715830553,0.35658914728682173,0,0
0.6061381160923193,0.625,0,1
0.794345886242014,0.75,1,1
0.4783205315307571,0.46938775510204084,1,0
0.2067245708176201,0.125,0,0
0.3457584731207396,0.47619047619047616,0,1
0.2752606362954435,0.2777777777777778,1,0
0.3374493051669273,0.4,0,1
0.3806617201826484,0.5,0,1
0.3108845327827905,0.35658914728682173,1,0
0.4130508042055423,0.35658914728682173,0,0
0.417283627872198,0.5714285714285714,1,1
0.3683647842067297,0.35658914728682173,0,0
0.4441678422991752,0.5714285714285714,1,1
0.6791499629017311,0.75,1,1
0.4534884316532003,0.5714285714285714,0,1
0.6125101736444042,0.6666666666666666,0,1
0.7218450159214523,0.75,1,1
0.762793203190017,0.75,1,1
0.2104276976345566,0.125,0,0
0.5030172724557059,0.5932203389830508,1,1
0.6257221555279808,0.5844155844155844,1,0
0.5173457617340532,0.46938775510204084,0,0
0.623371278719688,0.6666666666666666,1,1
0.8393353222314633,0.8076923076923077,0,0
0.5460602084681594,0.5238095238095238,0,0
0.3173331643421032,0.35658914728682173,0,0
0.650262511824909,0.5844155844155844,0,0
0.5032260707856168,0.5932203389830508,0,1
0.7974024822542292,0.8076923076923077,1,0
0.6542146447562929,0.75,1,1
0.56060799467077,0.5652173913043478,1,0
0.343146553581535,0.47619047619047616,1,1
0.1486734021715327,0.0,0,0
0.7266586527911864,0.7796610169491526,1,0
0.7146034250063769,0.7796610169491526,1,0
0.5844275545445436,0.6119402985074627,0,1
0.5709875608499206,0.5652173913043478,1,0
0.7094527455107947,0.7796610169491526,1,0
0.2606173807090302,0.391304347826087,0,1
0.4927639769701966,0.46938775510204084,0,0
0.3081093161071492,0.35658914728682173,0,0
0.628019410581443,0.5844155844155844,1,0
0.2757732986735328,0.391304347826087,0,1
0.6820435546803878,0.7796610169491526,1,0
0.2873488010501376,0.391304347826087,1,1
0.3842328017362375,0.5,1,1
0.5186716564375431,0.5932203389830508,1,1
0.5737671442942787,0.5844155844155844,1,0
0.3529778383301484,0.47619047619047616,1,1
0.6037558672841694,0.625,1,1
0.5015630852794329,0.46938775510204084,0,0
0.3998563899048097,0.5,1,1
0.6794132055193869,0.75,1,1
0.3323930496234954,0.35658914728682173,1,0
0.708948753904917,0.75,1,1
0.3308735431951912,0.35658914728682173,0,0
0.2370091227751842,0.391304347826087,0,1
0.8241058659826288,0.8235294117647058,1,1
0.5142863880507988,0.5932203389830508,0,1
0.4018067385902571,0.35658914728682173,0,0
0.794769081793321,0.75,1,1
0.7756452457681533,0.75,0,1
0.4620120852794288,0.5714285714285714,0,1
0.4213033170758307,0.35658914728682173,1,0
0.6452425202043119,0.5844155844155844,0,0
0.5292491311132463,0.5932203389830508,0,1
0.3514331590581864,0.47619047619047616,0,1
0.6267908123121567,0.75,1,1
0.6421858304687559,0.75,1,1
0.4884938410504841,0.46938775510204084,0,0
0.4569303282927731,0.4166666666666667,0,0
0.3643431082171093,0.35658914728682173,0,0
0.553639904201007,0.5652173913043478,1,0
0.7907472330076336,0.75,1,1
0.2627141335010372,0.16666666666666666,0,0
0.4181027879254975,0.35658914728682173,0,0
0.5884520712501463,0.5844155844155844,1,0
0.6437089206458463,0.75,1,1
0.5304212603319571,0.5932203389830508,0,1
0.4881512698388318,0.46938775510204084,0,0
0.8334178152024703,0.8235294117647058,1,1
0.2960851480406455,0.2857142857142857,0,0
0.4438679482019919,0.5714285714285714,1,1
0.314684833070616,0.35658914728682173,1,0
0.5607893421532351,0.6119402985074627,0,1
0.2482428648862355,0.16666666666666666,1,0
0.7959855860520804,0.75,1,1
0.4662043438650192,0.4166666666666667,0,0
0.3556103195871599,0.47619047619047616,1,1
0.8568335709880716,0.8235294117647058,0,1
0.7108263404495302,0.7796610169491526,1,0
0.5307739891916881,0.5932203389830508,0,1
0.6029201925057759,0.5844155844155844,1,0
0.5708999810895083,0.6119402985074627,0,1
0.3565729323898673,0.35658914728682173,0,0
0.3042354072635666,0.391304347826087,0,1
0.3822830924219854,0.5,0,1
0.5918257623519992,0.6119402985074627,0,1
0.391904526673947,0.5,0,1
0.5958240362332936,0.625,1,1
0.5776546326019334,0.6119402985074627,1,1
0.3475367722860372,0.35658914728682173,0,0
0.4335651009582965,0.35658914728682173,1,0
0.6442656228208898,0.75,1,1
0.4789840310182411,0.46938775510204084,0,0
0.3075637201576819,0.35658914728682173,0,0
0.501796071014071,0.46938775510204084,1,0
0.3738040743756359,0.35658914728682173,0,0
0.6983346981229053,0.7796610169491526,1,0
0.498991783303325,0.5932203389830508,1,1
0.3278228865464946,0.4,0,1
0.7620470525666111,0.8076923076923077,1,0
0.7091542691806572,0.75,1,1
0.1985882211636908,0.1111111111111111,0,0
0.4274051323504516,0.5714285714285714,1,1
0.1961264194573142,0.25,1,1
0.6284618846391091,0.5844155844155844,1,0
0.5018310660293009,0.5932203389830508,1,1
0.2359025002685845,0.391304347826087,1,1
0.6008757691587255,0.625,0,1
0.6190009793061682,0.5844155844155844,0,0
0.2602005170424025,0.16666666666666666,0,0
0.3300575135896346,0.35658914728682173,0,0
0.5617790672828917,0.6119402985074627,1,1
0.2703981558856373,0.391304347826087,1,1
0.6394639180914671,0.75,1,1
0.6101447838959821,0.5844155844155844,1,0
0.4654010862476332,0.4166666666666667,0,0
0.182135019987729,0.25,0,1
0.6406115542822424,0.5844155844155844,0,0
0.6019030900942782,0.625,1,1
0.6674367411127898,0.75,1,1
0.6792835814466074,0.7796610169491526,1,0
0.7337899117074714,0.75,1,1
0.5411100608818908,0.5238095238095238,1,0
0.4130446882926611,0.5714285714285714,1,1
0.7895180509798279,0.75,1,1
0.4246090760549517,0.35658914728682173,0,0
0.4677461479985565,0.5714285714285714,0,1
0.5353588078816749,0.6119402985074627,1,1
0.4561781598055033,0.5714285714285714,1,1
0.5154641131035722,0.46938775510204084,0,0
0.3497964509882955,0.35658914728682173,0,0
0.6864325414335734,0.75,1,1
0.6870787581084029,0.7796610169491526,0,0
0.4789320351196755,0.46938775510204084,1,0
0.5805535299440517,0.6119402985074627,1,1
0.4918502658047802,0.5932203389830508,1,1
0.6436252553537821,0.5844155844155844,1,0
0.5558706591970217,0.5652173913043478,1,0
0.3470563682500663,0.35658914728682173,0,0
0.2905415705481701,0.2777777777777778,0,0
0.4520042553518842,0.5714285714285714,0,1
0.1568400827688194,0.0,0,1
0.6931705232126084,0.75,1,1
0.348372971462812,0.47619047619047616,0,1
0.5941380523078312,0.625,0,1
0.623812732709446,0.5844155844155844,1,0
0.822926317932634,0.8076923076923077,0,0
0.1599058512897893,0.0,0,0
0.4603125996645785,0.4166666666666667,0,0
0.5435625636961668,0.5238095238095238,0,0
0.6547449508883522,0.5844155844155844,0,0
0.2636678837713446,0.2777777777777778,1,0
0.4658083101863944,0.4166666666666667,1,0
0.8504181261603827,0.8333333333333334,1,0
0.2768791257168999,0.391304347826087,1,1
0.6866961303336673,0.7796610169491526,1,0
0.6862547992190225,0.7796610169491526,1,0
0.2561407759066129,0.16666666666666666,0,0
0.3792062271536706,0.5,1,1
0.2389382459506797,0.16666666666666666,0,0
0.2330261398323251,0.3333333333333333,0,1
0.6661751329149849,0.7796610169491526,1,0
0.3564979227437566,0.47619047619047616,0,1
0.4902961277065327,0.5932203389830508,1,1
0.491669080495611,0.5932203389830508,0,1
0.5215100072525873,0.5932203389830508,0,1
0.3279661436444593,0.35658914728682173,0,0
0.8401489077674442,0.8333333333333334,1,0
0.5995317164288578,0.625,1,1
0.5989538382083943,0.5844155844155844,0,0
0.7176085401516233,0.75,1,1
0.6682856464768665,0.7796610169491526,1,0
0.6768412358009592,0.75,1,1
0.4961783833973774,0.46938775510204084,1,0
0.3462113648954373,0.35658914728682173,0,0
0.775518178179513,0.75,1,1
0.2474161338407562,0.391304347826087,1,1
0.4006780054685502,0.35658914728682173,0,0
0.5793466745975385,0.5844155844155844,1,0
0.162941405849329,0.0,0,0
0.396954268056726,0.35658914728682173,1,0
0.5914020739400582,0.5844155844155844,1,0
0.6632422430714517,0.6,0,0
0.2513778286153862,0.16666666666666666,1,0
0.6770425915560351,0.7796610169491526,1,0
0.6284527805563298,0.75,1,1
0.2644907701004884,0.2777777777777778,0,0
0.4540444261056036,0.5714285714285714,1,1
0.5372698436518881,0.6119402985074627,1,1
0.628661712453102,0.75,1,1
0.2631923470740818,0.16666666666666666,0,0
0.579798990530053,0.6119402985074627,0,1
0.6490981476197709,0.75,0,1
0.3438237526405485,0.35658914728682173,0,0
0.541715706099682,0.6119402985074627,1,1
0.3062504011068343,0.35658914728682173,1,0
0.470185984344166,0.4166666666666667,0,0
0.5141112095593581,0.5932203389830508,0,1
0.3419023387587674,0.47619047619047616,1,1
0.5040322797889351,0.5932203389830508,1,1
0.3981510183240784,0.35658914728682173,1,0
0.2417130189283651,0.16666666666666666,0,0
0.3139129012156143,0.35658914728682173,0,0
0.5832652437841391,0.5844155844155844,1,0
0.6987255042776567,0.75,1,1
0.7425499621312567,0.75,1,1
0.4007122291976234,0.35658914728682173,1,0
0.784855644621864,0.75,1,1
0.5395236363524706,0.5238095238095238,1,0
0.4315143620890841,0.5714285714285714,0,1
0.4182056377665933,0.35658914728682173,1,0
0.6684940912488458,0.7796610169491526,1,0
0.4536804707231235,0.5714285714285714,0,1
0.3286386294036894,0.35658914728682173,0,0
0.30625482722007,0.391304347826087,0,1
0.53170106539081,0.5932203389830508,0,1
0.495575013190038,0.46938775510204084,0,0
0.5788514791140112,0.6119402985074627,1,1
0.3155117098932885,0.391304347826087,1,1
0.5499948996741167,0.6119402985074627,0,1
0.2775075634963175,0.391304347826087,0,1
0.4699171958720717,0.4166666666666667,0,0
0.5591795040884119,0.6119402985074627,0,1
0.6270845298858587,0.5844155844155844,0,0
0.3169537253357308,0.35658914728682173,1,0
0.6435726703215148,0.75,1,1
0.1455525044497206,0.0,0,0
0.3471574990672926,0.35658914728682173,0,0
0.6102207134567961,0.6666666666666666,1,1
0.8194894257669835,0.8235294117647058,1,1
0.565810423808452,0.6119402985074627,1,1
0.5776111811526309,0.6119402985074627,0,1
0.7001833184172002,0.75,1,1
0.6648625507637497,0.6,0,0
0.7140054366903731,0.75,1,1
0.3116453837938466,0.35658914728682173,0,0
0.5714230949072872,0.5652173913043478,0,0
0.5004607110813073,0.5932203389830508,1,1
0.3910233808742812,0.35658914728682173,0,0
0.4538298364167449,0.4166666666666667,1,0
0.535981165020176,0.6119402985074627,1,1
0.1690345891263741,0.0,0,0
0.6349357920690308,0.5844155844155844,1,0
0.5736664547873886,0.6119402985074627,1,1
0.4911733457240403,0.46938775510204084,0,0
0.8108142435036453,0.8235294117647058,1,1
0.5079920895796802,0.46938775510204084,0,0
0.2927156330081294,0.2777777777777778,0,0
0.5876418309733169,0.5844155844155844,0,0
0.5223852032964731,0.5238095238095238,1,0
0.3278098971869241,0.35658914728682173,0,0
0.2547852986632296,0.391304347826087,0,1
0.7501493119726269,0.75,1,1
0.4807057126688883,0.5932203389830508,1,1
0.4150600900306311,0.5714285714285714,1,1
0.496475049569386,0.5932203389830508,0,1
0.2708082622832004,0.391304347826087,1,1
0.1775291862165501,0.0,0,0
0.2714331951564572,0.391304347826087,0,1
0.4032453583288176,0.35658914728682173,0,0
0.292808500546964,0.2777777777777778,0,0
0.7994295026010486,0.8076923076923077,1,0
0.5772096632542242,0.6119402985074627,0,1
0.3550639155774381,0.47619047619047616,0,1
0.3988617775564727,0.35658914728682173,1,0
0.4939298150070901,0.46938775510204084,0,0
0.4902831516137576,0.46938775510204084,0,0
0.5225266477550169,0.5238095238095238,1,0
0.5932418422339374,0.625,1,1
0.7717298945302286,0.75,0,1
0.6801222707636947,0.75,1,1
0.5458717152133117,0.6119402985074627,1,1
0.7490612293473979,0.7796610169491526,1,0
0.4897923326257676,0.46938775510204084,1,0
0.3985612615634274,0.5,1,1
0.3283911566083213,0.35658914728682173,1,0
0.3589317887289827,0.35658914728682173,0,0
0.2586288386242008,0.391304347826087,0,1
0.589754934509675,0.6119402985074627,1,1
0.2200317657021472,0.25,0,1
0.6683689271108734,0.75,1,1
0.221950523199653,0.125,0,0
0.5755876450719865,0.5844155844155844,1,0
0.3819279622741153,0.5,0,1
0.5116342822487873,0.46938775510204084,1,0
0.3583163438407298,0.35658914728682173,0,0
0.549619926951476,0.6119402985074627,1,1
0.4336044546836442,0.35658914728682173,0,0
0.7432810145019578,0.75,0,1
0.4033036131282435,0.35658914728682173,0,0
0.279172958554857,0.391304347826087,1,1
0.4864231687829614,0.5932203389830508,0,1
0.3904534309106926,0.35658914728682173,1,0
0.2783763554654916,0.2777777777777778,1,0
0.5865075219949238,0.6119402985074627,1,1
0.4111759317423648,0.5,0,1
0.4131601702895175,0.35658914728682173,0,0
0.6740645856409548,0.7796610169491526,1,0
0.8117039476502058,0.8235294117647058,1,1
0.1890075070874042,0.1111111111111111,0,0
0.6217576722442086,0.6666666666666666,1,1
0.2381305684237092,0.391304347826087,1,1
0.4610671753033855,0.5714285714285714,1,1
0.6101560881657268,0.625,0,1
0.4699232611902978,0.5714285714285714,0,1
0.6064723642127939,0.5844155844155844,1,0
0.0746728924229277,0.0,0,0
0.4621262940436174,0.4166666666666667,0,0
0.4956473229459459,0.46938775510204084,0,0
0.5838170463756308,0.6119402985074627,0,1
0.2949769508551452,0.391304347826087,1,1
0.5462003757653341,0.5238095238095238,0,0
0.5903504523109756,0.6119402985074627,1,1
0.3689674469846344,0.5,0,1
0.5106525065903199,0.5932203389830508,0,1
0.7494067250831674,0.75,1,1
0.3960311603370756,0.35658914728682173,0,0
0.7486131793476181,0.7796610169491526,1,0
0.7607450334011895,0.8076923076923077,1,0
0.7841401955755386,0.8076923076923077,1,0
0.6467575685676935,0.75,0,1
0.5859152082041824,0.6119402985074627,1,1
0.3655587758077182,0.35658914728682173,0,0
0.3607475100247108,0.47619047619047616,0,1
0.4135170659790467,0.35658914728682173,0,0
0.6303225927048683,0.5844155844155844,1,0
0.2320818486507831,0.3333333333333333,1,1
0.3654222526426584,0.5,1,1
0.7773680764323985,0.75,0,1
0.6145271694038639,0.6666666666666666,1,1
0.7908570207846489,0.8076923076923077,1,0
0.6714435901183663,0.7796610169491526,1,0
0.4782370888535657,0.46938775510204084,0,0
0.6402335425254693,0.75,1,1
0.1957722739594885,0.1111111111111111,0,0
0.760213570384604,0.75,0,1
0.4714706740605131,0.4166666666666667,0,0
0.4296610264349421,0.35658914728682173,0,0
0.4743072903224334,0.5714285714285714,0,1
0.2752152549687686,0.391304347826087,0,1
0.3952408139794781,0.35658914728682173,1,0
0.3664596188626302,0.35658914728682173,0,0
0.3128453098468187,0.391304347826087,0,1
0.5159926553604764,0.46938775510204084,0,0
0.8928673187559056,1.0,1,0
0.6312324352536833,0.5844155844155844,1,0
0.6344590989376304,0.5844155844155844,1,0
0.3161237651555639,0.391304347826087,0,1
0.8555953795454854,0.8333333333333334,1,0
0.3222817791287259,0.35658914728682173,1,0
0.3590837450144289,0.35658914728682173,0,0
0.7088781714199106,0.7796610169491526,1,0
0.6946511310215056,0.7796610169491526,1,0
0.3057656599759657,0.391304347826087,1,1
0.4327483029803019,0.5714285714285714,1,1
0.5606997013153547,0.5652173913043478,1,0
0.5296764842038515,0.5932203389830508,1,1
0.6674614923587163,0.7796610169491526,1,0
0.7103878125568981,0.75,1,1
0.672002998036587,0.75,1,1
0.5916408066962124,0.5844155844155844,1,0
0.5945313622578728,0.5844155844155844,0,0
0.2525266077521856,0.16666666666666666,0,0
0.3275304063917887,0.35658914728682173,0,0
0.7195135750494247,0.7796610169491526,0,0
0.3020651165389993,0.391304347826087,1,1
0.7737927141676623,0.8076923076923077,1,0
0.7202568556826477,0.75,1,1
0.5028978207975735,0.46938775510204084,0,0
0.751720892719436,0.7796610169491526,0,0
0.5331727971235346,0.5238095238095238,0,0
0.6904931493750168,0.7796610169491526,1,0
0.3027078082668169,0.35658914728682173,1,0
0.3427172249986192,0.47619047619047616,1,1
0.6278329368548625,0.5844155844155844,1,0
0.2925384399401102,0.391304347826087,0,1
0.676238535294841,0.75,0,1
0.6057549384706975,0.625,0,1
0.5444397510120895,0.5238095238095238,1,0
0.4131647696806655,0.5714285714285714,1,1
0.5860694017002285,0.5844155844155844,1,0
0.1729209915560036,0.0,0,0
0.3623350111379555,0.5,1,1
0.6799775410209641,0.7796610169491526,1,0
0.3576718836919076,0.35658914728682173,1,0
0.5917616886164813,0.6119402985074627,0,1
0.6534996434862926,0.75,1,1
0.2989759875998078,0.2857142857142857,0,0
0.2258167998665293,0.125,0,0
0.3391743518313334,0.4,0,1
0.6818901435746296,0.75,1,1
0.6097468943492956,0.5844155844155844,0,0
0.6910240964554734,0.7796610169491526,1,0
0.8193608315815938,0.8076923076923077,1,0
0.224500856134888,0.125,0,0
0.8349750206902173,0.8235294117647058,0,1
0.5804917162520051,0.5844155844155844,0,0
0.6667918598629491,0.75,1,1
0.3464412264691162,0.47619047619047616,0,1
0.1785467397180516,0.0,0,0
0.6117243794564686,0.6666666666666666,1,1
0.6608941962653535,0.5844155844155844,0,0
0.6413527800015262,0.5844155844155844,1,0
0.2451563465594679,0.391304347826087,1,1
0.2064340641055028,0.125,1,0
