f0,f1,f2,f3,f4,f5,y,s,score,g
-0.4031769469731796,1.2224450703824274,0.2082749780768603,0.9766390364837132,0.3563663971744019,0.7065731681919482,0,0,0.4282060669925389,0
0.0105000207208204,1.7858704939058352,0.1269120927036199,0.4019893634447016,1.8831506970562544,-1.3477590611424464,1,0,0.539370310509722,0
-1.2704849984857336,0.9693967081580112,-1.17312340511416,1.9436211856492929,-0.4136189807597473,-0.7474548114407578,0,0,0.2617478445845442,0
1.9229420264803851,1.4805147914344243,1.86755896042657,0.9060446582753852,-0.8612256850547025,1.9100649530990337,1,0,0.8277351889785013,0
-0.2680033709513803,0.8024563957963949,0.947251967773748,-0.1550100930908342,0.6140793703460803,0.9222066715665268,0,1,0.4750676279320928,1
0.3764255311556295,-1.0994007905841947,0.298238174206056,1.3263858966870303,-0.6945678597313655,-0.1496345403276707,1,1,0.5611526751075125,1
-0.4351535517216374,1.8492637284793416,0.6722947570124355,0.4074618362411104,-0.7699160744453164,0.5392491912918173,1,0,0.4297770149592915,0
-0.6743326606573761,0.0318305582743511,-0.635846078378881,0.6764332949464997,0.5765908166149409,-0.2082987555779948,0,1,0.4370796970707775,1
0.3960067126616453,-1.0930615087305058,-1.4912575927056055,0.4393917012645369,0.166673495372529,0.6350314368921064,1,0,0.5603515361431858,0
2.383144774863942,0.9444794869904138,-0.9128222254441586,1.117016288095853,-1.315907410511521,-0.4615846048147089,1,0,0.8941159921309412,0
-0.0682416053246312,1.7133427216493664,-0.7447548220484399,-0.8264385386590144,-0.0984525244254323,-0.6634782863621074,1,1,0.4999925370701051,1
1.126635922106507,-1.079931508363423,-1.1474686524111024,-0.437820044744434,-0.4980324506923049,1.9295320538169856,1,0,0.7121572847912933,0
0.9494208069257608,0.0875512413851909,-1.225435518830168,0.8443629764015471,-1.0002153473895647,-1.5447710967776116,0,0,0.677174761368335,0
1.1880297923523018,0.3169426119248496,0.920858823780819,0.3187276529430212,0.8568306119026912,-0.6510255933001469,0,0,0.750953060297413,0
-1.034242841784465,0.681594518281627,-0.8034096641738411,-0.6895497777502005,-0.4555325035173431,0.0174791590250567,1,0,0.3361590009405166,0
-0.3539939112534839,-1.3749512934180188,-0.6436184028328906,-2.223403152224427,0.6252314510271875,-1.6020576556067476,0,0,0.4334717336806226,0
-1.1043833394284506,0.0521650792609744,-0.7395629963913133,1.5430145954067358,-1.2928569097234484,0.2670508693491829,0,0,0.3003376710535166,0
-0.0392828182274956,-1.1680934977411974,0.5232766605317537,-0.1715463312222481,0.7717905512136674,0.8235041539637314,1,0,0.46998492511739,0
2.16323594928069,1.336527949436392,-0.3691818379424436,-0.2393791775759264,1.0996595958871132,0.6552637307225978,1,1,0.849733081960089,1
0.640131526097592,-1.6169560443108344,-0.0243261243989356,-0.7380309092056887,0.2799245990432382,-0.0981503896429579,0,1,0.6631389479511054,1
0.910178908092592,0.317218215191302,0.7863279621089762,-0.466419096735943,-0.9444462559182504,-0.4100496932025484,1,1,0.7198621684490395,1
-0.0170204138614405,0.3791517355550818,2.259308950690852,-0.0422571516606426,-0.955945000492777,-0.3459817756993864,1,0,0.5273259294567225,0
-0.4635959746460944,0.4814814737734624,-1.5407970144446248,0.0632619942003317,0.1565065379653756,0.2321810362002757,1,1,0.4873430058558398,1
-0.5973160689653627,-0.237921729736007,-1.4240609089825316,-0.493319883362194,-0.5428614760167177,0.4160500462614255,1,0,0.3736509953544623,0
-1.1561824318219127,0.7811981017099934,1.4944845444913688,-2.0699850250135325,0.4262587307781009,0.6769080350302455,0,0,0.2778450346185875,0
-0.637437025552229,-0.3972718143287976,-0.1328805775869556,-0.2977908794017283,-0.3090129690471222,-1.6760038063299767,0,1,0.3977605537575655,1
1.15233156478312,1.079618592036821,-0.8133642592042029,-1.466424327802514,0.5210648764527586,-0.5757879698130661,1,1,0.7270811226052043,1
0.1419531633207796,-0.3193284171450952,0.6915387510701863,0.6947491436560057,-0.7255973784635843,-1.3833639553950554,1,0,0.4857377479358117,0
-1.5829383973350817,0.6103793791072051,-1.188859257784029,-0.5068163542986875,-0.5963140384505081,-0.0525672962695462,0,0,0.2551610362664419,0
-1.936279805846507,0.1887785967938285,0.5238910238342056,0.0884220870446614,-0.3108861716984717,0.0974001662687834,0,0,0.167983143488852,0
0.3990463456401302,-2.77259275642665,1.9559123082506944,0.3900933226879264,-0.65240858238702,-0.3909533751876011,1,1,0.6166680730935127,1
0.4937417773491884,-0.1161039390343665,-2.0306844677814944,2.0644928613593194,-0.1105406572324726,1.0201727117157997,0,0,0.5670226630168328,0
-0.6920498477843912,1.5363770542457975,0.2863436888922795,0.6088438344754508,-1.0452533661469547,1.2111452896827009,1,1,0.4314614772910067,1
0.6898181645347884,1.3018462295649984,-0.6280875596415789,-0.4810271184607877,2.303916697683942,-1.0600158227215473,0,0,0.5963945726368088,0
-0.1359497006783208,1.1368913626026955,0.0977249677148556,0.5829536797532936,-0.3994490292628752,0.3700558878475187,1,1,0.5174844208596935,1
-1.3065268517353166,1.658130679618188,-0.1181640451285697,-0.6801782039968504,0.6663830820319145,-0.4607197873885534,0,0,0.2432822317938992,0
-1.3342584714027534,-1.3467175057975551,0.6937731526901325,-0.1595734381462669,-0.1337015596684391,1.0777438059762627,1,0,0.2633330077647144,0
-1.1268258087567435,-0.7306777528648248,-0.3848798091812754,0.094351589317074,-0.0421714512905788,-0.2868871923899072,0,1,0.3202678469136641,1
-0.0616264020956474,-0.1073052762911746,-0.7196043885517929,-0.8129929885540773,0.2745163577239395,-0.8909150829955281,1,1,0.5081581908925524,1
-1.1573552591908536,-0.3122922511256933,-0.1576670161638159,2.2567234972982093,-0.7047002758562337,0.9432607249694948,0,1,0.325479534742276,1
0.7471883342046318,-1.188944955203736,0.7732529774025997,-1.1838806401933175,-2.659172237996741,0.6063195243593807,0,0,0.6548854297673979,0
-1.7558905834377194,0.4509344618059148,-0.6840108977372166,1.659550796189872,1.068509399316009,-0.4533858038513876,0,1,0.2318203789023789,1
-0.6878376110286823,-1.2140774030941206,-0.4409226322925914,-0.2803554951845091,-0.3646935443916854,0.1567038552723639,0,1,0.4206701671876784,1
0.5785214977288784,0.349654456993174,-0.764143923906443,-1.4377914738015785,1.3645318481024713,-0.6894491845499376,1,1,0.6455155887578927,1
-0.6522935999350191,-0.5211893123011109,-1.8430695501566483,-0.4779740040404867,-0.4796558140079479,0.6203582983435127,0,1,0.4114174015051433,1
0.698457149107336,0.0037708890862693,0.9318483741143035,0.339964983801262,-0.0156821116025547,0.1609281682982229,1,1,0.6663049006056282,1
-0.1906534935813993,-0.3948495140334503,-0.2677335368939664,-1.1280113314700069,0.280441705316296,-0.9931236109295808,0,1,0.5028804403794631,1
0.8416312640736364,-0.2494585801609488,0.0494949816500907,0.4938367762809563,0.6433144650629279,-1.5706234086334523,1,0,0.6438217015608805,0
-0.2069036761639717,0.8801789120807822,-1.6981058194322545,0.3872804753950634,-2.25556422940219,-1.0225068436356035,1,0,0.4162586421909456,0
0.0386305518401881,-1.6567151023219535,-0.9855107376841508,-1.4718350074635869,1.6481349322075596,0.1642277554873339,0,0,0.5121593660541369,0
0.5672902778526694,-0.2226751005151545,-0.353431748757199,-1.6164741886510323,-0.2918373627478627,-0.7614922118116231,0,0,0.6019637458431841,0
0.8579239242923362,1.1411018666575732,1.4665787155741776,0.852551939461232,-0.5986539369229861,-1.1158969859603944,1,0,0.627923602628661,0
0.7666631816450861,0.3562928174722889,-1.7685384506770307,0.355481792743769,0.8145198224878663,0.0589255891816299,0,0,0.6591724987788476,0
-0.1850536710093415,-0.8076484876163557,-1.446534699563388,0.8002979493400275,-0.3091144447717088,-0.2334666615436927,0,0,0.4405888036009356,0
1.7327211869191332,0.6845011068591904,0.3708250012811021,0.1420618051872356,1.5199948607657727,1.7195893074161943,0,0,0.8008111033142694,0
0.929505111479528,0.5822245913979243,-2.0946030712061448,0.1237219142335065,-0.130106954193704,0.0939532293855687,0,0,0.6934956767757454,0
0.943046087322518,-2.739677167189557,-0.5693120534701851,0.2699043549407613,-0.4668455460527625,-1.4169061131262597,1,0,0.6829441538166978,0
0.8689634868967954,0.276871905846128,-0.9711045704444846,0.3148172045158238,0.8215857120497958,0.0052926462993608,0,1,0.732846106664302,1
0.8005648034309968,0.0782601751616613,-0.3952289826543544,-1.1594205163999132,-0.0859307669716127,0.1942929380457716,0,0,0.6264388054457798,0
0.8758327615873309,-0.1151074684872267,0.4574156062209908,-0.9646120137337284,-0.7826291558275251,-0.1103892990268877,1,0,0.6771927117236487,0
-1.054628463985014,0.8202478373246812,0.4631303293186071,0.2790957643924534,0.3389041252159445,2.0210435614847975,0,0,0.2865531761961402,0
-0.4688641879667955,-2.2014412855005574,0.1993001968964652,-0.0506035409616658,-0.5175190425104033,-0.97882985935877,0,1,0.4348300873520745,1
-0.4391895218021479,0.1813384292178212,-0.5028167006425381,2.412453679543748,-0.960504381633148,-0.7931173627076716,1,1,0.4478808631791443,1
-2.2886200400145285,0.251484415021537,-2.01640662779976,-0.5394546333745014,-0.2756705345605568,-0.709727965846888,0,0,0.1344641370716263,0
1.738872677454511,0.9943943913154988,1.3191368763015756,-0.8824188185499185,1.1285940645145685,0.4960009463439622,1,1,0.8315587148306738,1
0.7714059486768456,1.0294388287827674,-0.9087632459590532,-0.4243176209779015,0.8625960113284511,-2.655619092974933,0,1,0.6683229532372252,1
1.5133280825732052,0.553132064207584,-0.0457039606602349,0.2205076557571738,-1.0299352833089763,-0.3499433645891047,1,0,0.7859603579273791,0
1.1002843382203735,1.2980219723262212,2.6962240525635797,-0.0739246662804151,-0.6585529668050035,-0.5142339659399887,1,1,0.7552467052075696,1
-1.0180418752873648,-0.0778547559408507,0.3827324300122681,-0.0342422805319538,1.0963468456657983,-0.2342158013445365,0,0,0.2752677793431064,0
-0.3474506524985631,-0.581268476860325,-1.6326345262344952,-1.567767724308454,-1.1791579306376878,1.3014280716647608,1,0,0.4677609632154002,0
0.8952602728899299,1.3749640663929898,-1.3322116545945015,-1.96862468978602,-0.6600563201340829,0.175818953296028,0,1,0.7513447376403236,1
0.4986902749098275,1.0479721559680528,0.2842796708072146,1.7426687806556311,-0.2226056809483204,-0.9130792180417964,0,1,0.6719086189096604,1
-1.6812182154944335,-0.8889713580954499,0.242117960985123,-0.8887202573536308,0.9367424635352573,1.412327706037443,1,1,0.2381285737273732,1
-2.369586905226603,0.8640523004976479,-2.2396040586617367,0.4014990550902875,1.2248705641936597,0.0648561063435761,0,0,0.1189150381427935,0
-1.2796891732042397,-0.5854312042777726,-0.2616454457109007,-0.1822447837899429,-0.202896840766667,-0.1098827793093138,1,1,0.3277660857495791,1
0.2134800489101689,-1.2085736537332212,-0.2420198298702195,1.5182611703557054,-0.384645423142518,-0.443836093155198,1,0,0.5325703995436663,0
1.0781973037142378,-2.5591846663440965,1.181378601288286,-0.6319037580051673,0.1639285724525871,0.0963213559211971,0,1,0.7658101801548655,1
0.9424681192203938,-0.2675947462353477,-0.6780257815644504,1.2978457906510987,-2.36417381714118,0.0203341817052432,1,1,0.7260756014832535,1
-1.3479254226291204,-0.761573388256559,2.011256681463137,-0.044595426455857,0.1950696971513811,-1.7815628557055914,0,0,0.272757584898705,0
-0.7290446587946957,0.1965574007287849,0.3547576931132181,0.6168865543932788,0.0086278989175763,0.5270042084546597,1,0,0.3664216182624437,0
0.453781912635684,-1.8297404110045312,0.0370057219101495,0.7679024077327039,0.5898798207345195,-0.3638588099707899,0,0,0.6067527545081304,0
-0.8056265075393678,-1.1183119243216322,-0.1310540115414123,1.133079879559722,-1.951804101481602,-0.659891729729498,0,1,0.3909189243868772,1
-1.139802455426774,0.7849575212405001,-0.5543096265713009,-0.4706376581547914,-0.216949569936649,0.4453932508947973,1,0,0.3244808655370922,0
-0.3923889981496367,-3.046143054799926,0.5433118913875197,0.4390429576720425,-0.2195410283312132,-1.0840366206719343,0,0,0.4252592737962516,0
0.3517801106813583,0.3792355335355867,-0.4700328827008748,-0.2167314705755386,-0.9301565025243212,-0.1785890920873291,1,1,0.6275272054294246,1
-1.550429345083481,0.4173188210318355,-0.944368490824294,0.2381031478323121,-1.4059629162678993,-0.5900576458695397,0,1,0.2990075261848743,1
-0.1104894050659278,-1.6606998118692633,0.1151478731400921,-0.3791475628799227,-1.7423561978092306,-1.3032427541123155,1,0,0.444438548439235,0
0.6051200840821667,0.895555985551324,-0.131908639779967,0.4047618120404975,0.2238435633129107,0.329622982127738,1,0,0.5883255459710179,0
1.285984007080293,-1.506998398214272,0.6764607323616232,-0.3820089555778202,-0.2242589342516403,-0.30224973045507,1,0,0.7550494474338849,0
-0.3751471166612839,-1.2261961917830193,0.1833391992576012,1.6709430327888573,-0.0561330204487571,-0.0013850427350957,0,0,0.3971318837204943,0
-0.6872990371566635,-0.1174745464181114,0.4661664260340307,-0.3702424407043429,-0.453804041052001,0.4032645401632468,1,1,0.4612088327465704,1
-0.9180047698190454,0.2524966270768724,0.820321797261422,1.3599485416794848,-0.0903820072769468,1.3675972398067135,0,1,0.3599074836985083,1
1.034409886481518,-0.9962126403710662,-1.217938511593151,-0.3049636378544204,1.0289354925948542,-0.0722870075600049,0,0,0.6797846738153399,0
-0.6006575576577885,1.5522431800485608,0.2869044880033464,-2.3205942757907416,0.3171606262926886,0.5200406145708675,1,0,0.4284367960593656,0
0.2256086544711038,0.4497121002319925,-0.0672756089229817,-1.3183958696447342,-0.3707040032204534,-0.9456157955562912,0,0,0.5814037052696305,0
-0.9327409107943782,-1.2630683491022758,0.4524890926396464,0.097896145412627,-0.448165362680708,-0.6493379277303881,0,1,0.4110958997227163,1
-0.0234231050214521,1.0791947281124892,-2.004215715498915,0.3768765208508927,-0.5457119740177824,-1.8845858449794477,0,0,0.517958766785329,0
-1.9457030831639588,-0.9127834941352918,0.2195095557930451,0.3930629339800913,-0.938981572677785,1.0170209914132444,0,1,0.1911298998351747,1
1.422983496516106,0.3960865849565602,-0.5914026678081109,1.1244191845103684,0.7553956956633383,0.867407411354918,1,1,0.8219175283268186,1
-0.6564636749715315,-2.8345545052747023,2.1167910214836754,-1.6108784034499335,-0.0357680718602211,2.3807453512197503,1,1,0.4129044732907969,1
0.3305767562743739,0.9492464735582354,-1.5023965693817127,-1.7776669547337065,-0.5327027919795545,1.0907497344345,1,0,0.5853334653000016,0
-0.3462494476473099,-0.7946363210714987,0.1979672899449674,1.0819352184772653,-1.4449401990733717,-1.2105429941233516,0,1,0.5044312936400912,1
-0.7886692545093662,1.0946383747120914,0.2348215259487319,2.1321534105704436,0.9364457258311158,-0.0350951768696703,0,0,0.343793032253108,0
1.265077838088766,0.211497012731878,-0.7049213525074453,0.6799748442451026,-0.6963266538610828,-0.2903971008038667,1,0,0.7452562929971321,0
1.327782695957983,-0.1012814862173993,-0.8031413873416283,-0.4643376914354916,1.021790585588673,-0.5525406734167292,0,1,0.7948556786606162,1
-0.3868708468506465,-0.5102927396336285,0.1839254943403099,-0.3854897603756083,-1.601836048972537,-0.8871809418450403,1,1,0.4820441937524256,1
-0.9327890415064382,1.2433193844551549,0.8126740421090421,0.5872593793998258,-0.5053583172644099,-0.8157915419939713,0,1,0.3416001968373674,1
-0.507517601657357,-1.051880102551674,2.497200391587007,-2.245321648371402,0.5640085350738091,-1.2845522979925272,1,1,0.4560660288202118,1
-0.1043434914946926,-0.9880019424937344,-1.1776289624826308,-1.1401963009349616,1.7549861537420586,-0.1329884223095919,1,0,0.5122884740336852,0
-0.7657021944780863,0.555786964082873,0.0103493145662993,0.7200337593416525,-1.82425665593783,0.3036039044620014,0,0,0.335810934040347,0
0.7726948371023817,-1.6615982911145637,0.4481952844233124,1.6961815728281606,-0.0148577033547027,0.8214059370248115,0,1,0.6906569553054281,1
0.6705704503109099,-0.7075056975105769,0.0397667345864951,-1.5669947108616022,-0.4513030371025261,0.2656879749662359,0,0,0.6207990128395509,0
0.7231004937377982,0.0246121252479116,0.7199837301431654,-1.1029062129553695,-0.1016972745548716,0.0192793845130772,1,1,0.7238033780633338,1
1.8495912466796365,-0.2141666562000842,-0.4990166379941829,0.0213512238435486,-0.9191134448699436,0.1927538490652161,1,0,0.8244659023626781,0
-0.3650552165462576,-1.7913275480411837,-0.0585865511338608,-0.3175430939301992,-1.6324233020679833,-0.0671341546145217,0,0,0.437504045457612,0
1.4893559620744805,0.5213037482757137,0.6119271927311578,-1.3414967255830426,0.4768983689222224,0.148449581380078,1,1,0.7882640531970774,1
0.5290452383344316,0.4226286217088256,-1.3597807255038137,-0.0414008115579674,-0.757870860425166,-0.050084094284822,1,0,0.6170772884789881,0
-0.8974009269018305,1.3124703671409963,-0.8589723884443423,-0.898942156465536,0.0745864065435535,-1.0770990694039948,1,1,0.3577015692934337,1
-0.4246633024328657,-0.8299645975379619,1.4111720638896117,0.7858038268311726,-0.0574695184653946,-0.3912170521740162,0,0,0.4166483526676603,0
0.9409176145751134,0.405204080322888,0.4980524046828567,-0.0261922373442504,-1.6882300277714322,-0.1124659825595527,1,0,0.6657776984935667,0
-0.5324899192090677,0.6450552734598769,1.011842432994189,-0.6579510447611686,0.4683852342770516,1.7358789976857132,0,0,0.4113593805903084,0
-0.667712720570559,1.6819217400731377,-0.852585847170647,0.0229597556079514,-0.0111456118418412,0.0114988998700623,1,1,0.4313093343785231,1
-0.8376780419079453,-0.5911831037644297,-0.6677202863593994,0.3269625954044574,0.3300351145103116,2.225944331738259,0,0,0.3338168131662397,0
1.3709890062911214,-0.5098432421384791,0.324869615796186,0.9971179807917596,0.0306018243385178,-0.0696415784469355,0,0,0.7570165673844571,0
0.051574942769889,0.8672766288084278,-0.8483205228052325,-0.3256694688201741,0.4704331448464818,0.3114470715541555,1,1,0.532940668322532,1
0.2395827598563913,-0.3698011663038032,0.9725357891425368,2.1338682472045374,0.4064154936762062,-0.1931767015498399,0,0,0.5106335085893621,0
0.7557402888945426,-0.53913263675299,-0.7496903447028966,0.0328087476137118,-2.582796632969945,-1.1539503636520094,0,1,0.7002589796542897,1
-0.3479618559208458,-1.3533888581477134,-1.0326431018921296,-0.4367483374580074,-1.6429652935306092,-0.4060717962598319,1,0,0.4349453317936907,0
-0.5352701645328445,0.025405208385016,1.1541840304940192,0.1725044164928659,0.0210620213420636,0.0994544570307117,1,0,0.4098191651389357,0
0.2273927751211284,-1.016738648609769,-0.1147753247707981,0.3087512418366131,-1.3707599825430603,0.8656529228158533,1,0,0.6035379738924003,0
1.0813760344581895,-0.6313759884493888,-0.2413377914531045,-0.8781903428100731,0.6993804835878171,-1.0612222874459092,1,1,0.761250715470586,1
-0.2224770102429203,-0.8589199078076716,0.0509542770112894,-1.794229271489721,1.3264616423656932,-0.964606424206264,0,0,0.4330878324336943,0
0.059894683116276,-0.2125230447703092,-0.7621145119224981,-0.8877801366359354,0.9363985435524596,-0.5256405931019397,0,0,0.5398198365276694,0
0.2711701846373109,-0.8014968853943748,-0.6471814318477607,0.4722471500878487,0.9304084961111164,-0.1753164023270199,0,1,0.5708562314787384,1
-1.421919871640437,1.997956079750005,-0.8565493082342095,-1.5415873996717877,2.594424587768152,-0.4040322938509371,0,0,0.2343885911725273,0
-1.461732688261408,-0.6834397667886818,0.367544896022269,0.1903115575939397,-0.85172919725359,1.8227236001279592,1,0,0.235734276418153,0
-0.5215796779933731,-1.184686590411552,0.9606933984606596,1.3290628465396823,-0.8174930976162265,-1.4013472930393105,0,0,0.4388256474767516,0
1.0304382674156047,-2.0473236130579617,-1.2266216593966155,0.967446150050235,-0.0553525480223895,-0.2639373485926878,1,1,0.7210900653112634,1
0.3528166064943783,-0.1527744235454086,-1.2986867221630902,1.2760753460061875,1.3250140528868153,0.2053325637779597,1,0,0.5497373232133753,0
0.0451340154320102,2.339624806020058,-0.2764328450158372,-0.2595769818340394,0.3644812492405055,1.4713219561423383,1,1,0.5563253989895772,1
1.5927707544174836,-0.2585726316767712,0.3083312459593452,-1.3780834670640771,-0.3119761079162129,-0.8402903954793065,0,1,0.8034295758527381,1
-1.0068317522989838,1.6815767162673276,-0.7922866618061449,-0.5316059080114549,0.3658487879168582,1.2978252669735857,1,0,0.3334100868465111,0
0.4811151263888354,2.759355114021582,-0.0746679782511494,0.2587164402297456,0.2756006739840563,1.4350493867891545,1,1,0.6170153401420168,1
0.5072389511096153,-0.1162297003871491,-0.9474885949068796,0.2444434559616325,1.4013448312919596,-0.4103817936578706,1,0,0.5722517745523296,0
0.5289436184165822,0.2461477886848441,0.8635196583813146,-0.8047537406378693,2.3466470305265617,-1.2791611070282582,1,1,0.6409230956299258,1
-0.3655510899860373,0.9380925409056456,0.2967331724941133,0.8299861590811032,-0.4961023339825623,-0.074804982680341,1,1,0.4644988096749955,1
0.0122319836388173,1.569259614535904,0.6904290243830492,0.7966721083646716,-0.6579260925367952,0.9688826385630508,1,1,0.5993455061740076,1
0.2255816635688035,1.3891453156779274,2.014060154918468,-0.3067657760270045,-0.4063031304450625,-0.8640449911023695,0,0,0.568419931939424,0
-0.1435795117163204,-0.3820254489503833,0.3595043995710101,-0.1445668169337359,-0.3615992807816198,1.0645851361278518,0,1,0.5234556498879797,1
-0.9378802311514516,0.4331079531513436,-0.4059417271884836,0.7243685048699646,1.3852615467222305,-0.3030982534240727,1,0,0.2946620929030555,0
0.4410329072731513,0.1787928657331798,-0.7994223995430966,0.2407875097419384,0.2891205052788121,0.4128708204461747,1,0,0.6076065757679724,0
-0.1983988968200457,0.0941923003101465,-1.1476109448431353,-0.3581140754798567,0.555962679709798,0.8924738873315303,1,1,0.4853190580472561,1
-0.4223148241252704,0.1047140294332842,0.2280533251240672,0.2014799467044328,0.5407735853003902,-1.8180776303835695,1,1,0.4274337927481921,1
-0.0493240701475726,0.2390336012467653,-1.0003303489537052,1.6739857070107096,0.1615592672381679,1.5634047450289297,1,0,0.5198255310228126,0
-0.7905230218330772,-0.907300121525327,0.2242522209656819,-1.6786883628286566,0.2149655906260939,0.0972192320029182,1,1,0.4011383660018255,1
1.0156652815421012,0.7010413411650971,-0.417477349885034,-1.0974966547702447,1.7123052213432963,-0.79211502056515,0,0,0.7118975998490942,0
-1.045524557069466,-1.0848560594614451,1.1173053155366646,-0.5189002044248521,-0.7537044661806008,0.1376898259033473,1,1,0.3533041294798201,1
-0.206944710557291,-0.6780954607862469,0.7539914669784796,1.0653154920979948,0.9853175089398668,0.766919669661199,0,0,0.4800424322484937,0
0.4026255311300352,-1.775887999961829,1.6692508063769689,0.3019892103575529,0.6081564276006415,1.1149623229474022,1,1,0.6123017452250407,1
1.4333525028819918,0.4183980113091925,0.4355461592956535,-0.5992242774597192,0.0330897511387602,-0.8541612608143545,1,1,0.7761305581683393,1
-0.7199405321418947,-0.8935744023141913,-0.1560238909972873,1.0490931879200105,3.1709747732901796,0.1894996375479134,0,1,0.423653540116685,1
-1.34841308775612,1.264983329856256,-0.3007838764760271,-0.660608593976992,0.2098494779230553,-1.2406245995562275,0,0,0.2388360509038784,0
0.2224631640086067,-0.0883755231991549,0.0983779068154756,0.3814162542091708,0.0674922572408068,0.0163380841128924,0,0,0.5272269290751019,0
0.2843145189979445,0.4154006261711268,-1.0314824603152577,-1.4299912586854484,-0.0616380521722147,-1.432735489934108,1,0,0.5453496198144562,0
0.0875314709216708,0.93874687568231,0.6071116719160459,-1.0481704068254731,-0.8602624519575188,0.3283012950007554,1,1,0.5675281447325567,1
-0.40129780513351,-0.3166552950521069,0.5969064812479539,-0.9872866934576524,-0.4012347099111826,-0.8000824760846016,0,0,0.411822186703184,0
-1.0431294980353556,-0.8570781886711647,0.6774621693464117,0.0518203894824215,-0.8791606288350748,-0.2311016075929965,1,1,0.3160468999901754,1
-1.6388073071221778,-0.7333128075836657,2.149574534867287,-0.0902438496657506,0.7316589270303925,-0.0654883751444829,0,0,0.2017475582920687,0
0.3481692352418086,0.663258089679174,-1.1046165975264708,-0.0309362572739589,1.5788651944164882,-0.795500550053291,1,1,0.5637007275004227,1
-0.5664398537322193,-0.3076912773670017,0.2690240731762466,0.5249178636458827,1.2674116548186567,0.4994982334686594,1,0,0.4035659540248238,0
-0.062053125798334,1.2591671296108138,0.7041110221415822,-1.4956795162570162,2.5263682403559984,1.7699213881967335,0,1,0.4975379533492852,1
-0.1682142227670741,0.377910101738475,1.3243587499958391,-0.1722007926968826,0.7303517903770194,1.1045784735714763,0,1,0.4887494712430643,1
-1.014825907734441,-0.6023318535828621,0.9214083978105811,0.4608144771488305,0.9237965603139467,-0.132568014653718,0,1,0.3528250766081305,1
-0.289005210954233,-1.9986394755833727,-1.1460004265074433,0.0470660946584936,0.8245572195642364,0.5311783665356953,1,1,0.4737340840656505,1
-0.128241974027702,-0.2717715664906966,0.2171796326382801,0.0782111810921521,1.404545514939712,0.1464407704782498,1,1,0.5625968237051628,1
-1.4812459621972984,-1.272558135032317,1.51875933696358,-1.1711604614500803,0.7644974530335336,-0.2683727352093812,0,1,0.2470733678327793,1
-0.169758293902485,-0.1341327827684197,1.2213849594591983,-0.1928418285439646,-0.0333192828451529,-1.5308034973994926,1,1,0.522708978973798,1
0.2066905117080033,0.5310425069780597,0.239145580653787,1.3978962610867354,0.0551713547802318,0.298977456119018,0,1,0.5893851314105741,1
1.648504010268179,-1.5500141893581478,-0.4558253477993688,1.4261587520192662,0.9361291483110824,0.6783800988404703,1,1,0.8025000931590324,1
0.8326507394644783,0.3270662091210221,1.6315974275322715,0.3777591697307179,0.2398671058952785,0.1589586741256432,1,1,0.7147258220190017,1
0.192863955550386,-1.157017280815868,0.7706730544633433,-0.1304397337833273,1.821915097860406,-0.0756504705884228,1,1,0.5834947849063781,1
